Gas,"NFR/CRF Group",Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers","Halocarbon in products at disposal: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,0.0243220049499519,0.0960161597098832,0.237517624793881,0.470784394035309,0.739836396225569,1.00528258002703,1.25665252436604,1.48421334723292,1.77182004946924,2.12223141628086,2.42105970863729,2.65423209942511,2.80985239905377,2.87852827409653,2.91816699471446,2.93284817531056,2.92920957819344,2.91325648054809,2.83325748497434,2.82648689268192,2.82290794774119
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers","Halocarbon in products at disposal: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.239842170263744,0.919796473535748,1.99488401739752,3.20387368876812,4.30812992289569,5.20925187192837,5.9612183572404,6.63296355648685,7.22413652198868,7.73479379816165,8.0158637351903,8.02297264793056,7.72451081671511,7.28564096719042,6.85410923264636,6.48752181707869,6.47201877613738,6.46382379814117
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers","Halocarbon in products at disposal: HFC-143a","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.429198547229937,1.64597929527761,3.56985278323255,5.7333445652159,7.70941528741363,9.32197664116535,10.6676235503921,11.8697139640029,12.92762005477,13.8414437198317,14.3444191877223,14.3571406419935,13.8230423418982,13.0376825518042,12.2654550911007,11.6094453262779,11.5817027116718,11.5670377668768
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for marine vessels","Halocarbon in products at disposal: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0424740903300363,0.168648689401691,0.432784546608237,2.26847059889546,4.92277851481775,7.49933527935114,10.0847834827309,12.6574611306982,14.6212266974397,14.4931704986969,14.1799322576208,14.11403783026,13.8481810308226
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for marine vessels","Halocarbon in products at disposal: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00158331387319041,0.00628739207995898,0.032936513178338,0.514135619280976,1.22731384871346,1.90544887568288,2.57932344010539,3.25579459263948,3.7641090276946,3.66650313089328,3.5301226781747,3.51266013953369,3.45171613875485
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for marine vessels","Halocarbon in products at disposal: HFC-143a","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0760069617884954,0.301797636233124,0.773987809139822,1.57850537437973,2.69169801759328,4.09332127183711,5.70766255290125,7.34077804069472,8.81256838962621,9.97974204694875,10.8866303599251,11.6653616425405,12.2523823719861
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for marine vessels","Halocarbon bank: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000209303384770402,0.00150300688932931,0.0220361313788716,0.111715554669834,0.283513082752884,0.542834451838121,0.882688080062324,1.33045084231165
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers","Halocarbon bank: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0230573748278262,0.101008109383803,0.23717890026361,0.397315003800552,0.550397305542021,0.694500769667706,0.828484209491336
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers","Halocarbon used for manufacturing: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00606770784398919,0.0152478733179644,0.0239043008658828,0.0246390949219774,0.0247631017668462,0.0249195929926201,0.0250617678933384
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for vans, light trucks","Halocarbon bank: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00493141910864655,0.0190859996350627,0.0397398318529394,0.061722161158756,0.0819203479900654,0.100668583515091,0.117692400022319
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for vans, light trucks","Halocarbon used for manufacturing: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00117415145542381,0.0023648375311236,0.003175028393396,0.00319678666869303,0.00321882329068948,0.00324475384211833,0.00326490446199054
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for marine vessels","Halocarbon used for manufacturing: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00385832977294923,0.0124502125666693,0.0176963447270812,0.0279571522352525,0.0193964576940226,0.0200049462735382
"Total GHGs in CO2 Eq.",2F1d,"Transport Refrigeration: Systems for vans, light trucks","Halocarbon in products at disposal: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0017798194555822
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - cars, vans, cabs","Halocarbon bank: HFC-134a","kt CO2 equivalent",0.0449849729579361,0.14725898325116,1.88418710542372,7.31781684648008,17.5538571713796,36.4739811746206,63.1186605825601,93.7134950920756,128.626935899196,168.260781822481,213.038899907707,259.352276665534,302.979400130341,346.750400224146,394.34287154044,445.598601830767,500.544827472241,550.447276387069,592.440345407626,627.456629602169,653.743364752182,673.244697609908,689.283712135546,702.311173467118,711.709864006426,714.364759222771,706.522804551858,678.546918909299,634.921403975393,589.396488612917,542.803725392623,495.686068222754,449.979383690236
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - cars, vans, cabs","Halocarbon used for manufacturing: HFC-134a","kt CO2 equivalent",0.00319979916411496,0.00769612735016355,0.245364859830756,0.524950663841094,0.847531431543712,1.51922279001603,1.63999488944243,1.77103066801263,1.9146553674323,2.07385409165911,2.25175663724046,2.40648739651657,2.57427828867296,2.75583691248469,2.95352991338414,3.1697813798056,3.36824494700252,3.5829766762338,3.82125195689697,4.08367350102559,5.27230438958056,5.52964300075107,5.9445065821667,5.92008220994478,5.75859426142718,5.02946819165285,4.08646991808456,-,-,-,-,-,-
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon bank: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,-,0.285254910270381,1.30964332296414,3.97073369001804,9.45624324246994,18.8261011477,34.0945961653643,55.1378980954172,77.266299760713,97.397434374465,116.025130928454,132.966620024767,147.87260151113,160.550856565592,171.191469137055,180.100375137892,187.174204248341,191.879485022463,193.74191431361,192.568166205335,188.775828704899,182.472814089977,173.474756313689,162.1451026254,148.927619645933,134.315334362014,119.303869859759
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon used for manufacturing: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,-,0.0047066752172218,0.0118247148976291,0.0297840271329342,0.0534342072320092,0.0812976236785897,0.122946059677873,0.139062146530086,0.11596643714878,0.0957911088963553,0.0843996738172286,0.0705247408987714,0.0600154550104149,0.0527045907537829,0.0474206174525962,0.0479516294407118,0.0484374451922324,0.0481648741325828,0.0471246240794145,0.0457475281695018,0.0473677836468025,0.0425245794359579,0.038490464438373,0.032660429853484,0.0264808311462751,0.0205564715873994,0.0151694684324983
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - cars, vans, cabs","Halocarbon in products at disposal: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,0.0218048944312307,0.0868751148448122,0.242322815154701,3.87220445097624,11.9597641578343,25.6566269969147,51.2093956841647,74.2365832888877,99.2329730125131,124.011517670381,154.691911773318,187.401573355306,222.140725356063,257.848407103752,292.582660560023,325.544719607599,354.873314417546,379.473904579833,403.394658353636,426.105666248779,447.04682113879,465.590315922562,480.834583734771
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon bank: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,0.960222860633577,3.94394302242731,8.45020099901767,13.1916218203718,17.4987341084171,21.4786801174346,25.1012780501287,28.5994675138483,32.1856915901935,35.8293375865964,39.4124931699825,42.7357215705827,45.6049975557594,47.844308415101,49.3571325459781,50.2399072614822,50.6757819164052,50.4992500096588,49.4699636376585,47.6168482088087,45.021913741711,41.9270341232435
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon used for manufacturing: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,0.0134430541984557,0.0263012976475422,0.0298013106257039,0.0248430191834398,0.0204657274532275,0.0180317800118912,0.0150674310853039,0.0154277557391325,0.0159845819678585,0.0167201803248627,0.0178983277832593,0.0191081706534914,0.0200517045921967,0.0206756572229591,0.021127273754534,0.0218940158891855,0.0239295359045085,0.0219000139423298,0.0175660428356874,0.0145971451430047,0.0110164456207763,0.00777932413487842
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon bank: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,0.188664131850053,0.774903934412814,1.6602912685243,2.59188322122884,3.43814243319287,4.22012023394339,4.93188639047498,5.62787659823704,6.35656447714956,7.10885875218696,7.85604330556178,8.55401711560902,9.16327321858308,9.64744433149893,9.98600053168601,10.1981637368909,10.3236214276027,10.3576116065887,10.3181476704631,10.2132624471091,10.0254630166069,9.79594293200673
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon used for manufacturing: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,0.00264127488782824,0.00516765344643203,0.00585530271631886,0.00488112693428137,0.00402109580030542,0.00354287775753772,0.00296043313891374,0.00310651178588785,0.00327718074591192,0.00347565079361816,0.00373785971152214,0.00400755519341124,0.00422184900398927,0.00436889533137448,0.00447923053551971,0.00464202639990202,0.00511050340925938,0.0053448408661048,0.00602872999335218,0.00623298568638399,0.00645905482577949,0.0066055495446832
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon in products at disposal: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0951532204881577,0.417956734578784,1.21015817329916,2.74547867567224,5.23046647849591,9.04531892617547,13.9403609332369,18.5613089648505,22.1598990168793,25.2495748095759,27.7658447184056,29.5297012167207,30.4078224446853,30.3570246050026,30.8390623915554,30.4166624084893
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon in products at disposal: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.268408434313888,1.05255320982687,2.14870100385342,3.18659645698766,4.00207429870586,4.69949845441518,5.28585917087759,5.81133983992308,6.32706011031263,6.82690257773288,7.48467925779541,7.8671592516789
"Total GHGs in CO2 Eq.",2F1e,"Mobile Air-Conditioning: MAC systems - buses, trains","Halocarbon in products at disposal: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0527367255922309,0.206805112345556,0.42217566131724,0.626100814653249,0.786325538235315,0.923355105841449,1.03856290723968,1.14389652469078,1.2508528559023,1.35738567394453,1.49757560556647,1.58505679121374
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: Heat pumps, very small (domestic)","Halocarbon bank: HFC-134a","kt CO2 equivalent",-,1.03611444478782e-06,4.7765191351904e-06,1.23729634529441e-05,2.58899258749843e-05,4.80942760658042e-05,9.14654348979589e-05,0.000176694365865023,0.000331300461700628,0.000598632218666494,0.00104783018572393,0.00174658467927666,0.0028684758173482,0.00465691588845,0.00758354075595943,0.0122397977460909,0.0193378523046173,0.0301920869993441,0.047111276476585,0.0719933471173273,0.104107111981879,0.143638354935544,0.18845198992745,0.239501865983185,0.289817562492455,0.324175686430274,0.353052760189235,0.394225795228651,0.457978706364869,0.557423988475481,0.707081870026418,0.939293600189871,1.24503771457059
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: Heat pumps, very small (domestic)","Halocarbon used for manufacturing: HFC-134a","kt CO2 equivalent",-,1.26241405650606e-08,3.25935669582969e-08,6.42281599736369e-08,1.14638490622804e-07,1.95730890931974e-07,4.42178788068501e-07,8.45668883959274e-07,1.49821935403925e-06,2.75069437411455e-06,4.86441719885097e-06,8.18956883180569e-06,1.36490896642268e-05,2.26570835606231e-05,3.80123943585747e-05,6.21403371572595e-05,9.18604460203463e-05,0.000144713133053042,0.000229189158908481,0.000333844345015476,0.000456122166915488,0.000583746678677733,0.000734623049354916,0.000895489982430883,0.000862741138980416,0.000512343291545556,0.000788891987871074,0.00122485330866596,0.00191810980841996,0.00299356368401995,0.00464757305430594,0.00715788415391386,0.00871375265404776
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, large","Halocarbon bank: HFC-134a","kt CO2 equivalent",-,0.000527744115807517,0.00372493094478335,0.0515897563933557,0.208133879814594,0.950737386324638,2.37854813281642,4.16478919538511,6.37036524315805,9.03361359962111,12.17973955783,15.7823709460046,19.7485108609597,23.9865935192408,28.3191077870835,32.5674730869039,36.6338121559883,40.3412518348588,43.3164141953358,45.7005598863127,47.4641195373848,48.1787907764057,48.7436044524251,47.9939933486755,45.3751396508233,41.6872504255671,39.326261508342,38.043968016108,37.1440901766124,36.0000603096073,34.5589164165663,33.2163438298031,31.5230856488559
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, large","Halocarbon used for manufacturing: HFC-134a","kt CO2 equivalent",-,5.07446265199534e-06,2.62963203591212e-05,0.000834525588452551,0.00211107013744509,0.012752889701987,0.0161901831376114,0.0202761936649581,0.0249765651689349,0.0301284519059269,0.035493593465005,0.0405243769818573,0.0448825557803326,0.0478949767395562,0.0486702916288096,0.0479904789845694,0.0456747805791365,0.0421284511696293,0.0378330155174711,0.0332517976407038,0.0291591010968266,0.0257532268524587,0.0232372884963605,0.0217117526111462,0.0207267395569724,0.020630677084198,0.0212521383875599,0.0219128916145903,0.0198946685510475,0.020202737890215,0.0187203680331483,0.0133609256477421,0.00957146838700084
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, mid-size","Halocarbon bank: HFC-152a","kt CO2 equivalent",-,-,-,-,0.00216689675841957,0.00722576135605173,0.0136270836374891,0.0212496988815846,0.0300127032342,0.0391150021004657,0.047723782837726,0.0513729303067662,0.0499163803557504,0.0479985682933721,0.0455204925430675,0.0424475052711149,0.0388483878267589,0.0348961602146757,0.0305373188584829,0.0261124623620378,0.0208456280435165,0.0149689334805905,0.00991570104844053,0.00565073573519847,0.00250452268135723,0.000717410931140494,8.95836976569356e-05,-,-,-,-,-,-
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, small","Halocarbon bank: HFC-152a","kt CO2 equivalent",-,-,-,-,0.00224181228517166,0.0074574987204032,0.0140062825662744,0.0217076957642442,0.0303730929409599,0.0390289840001022,0.0465932635551929,0.0487257493880792,0.0456017167530031,0.0417421069792445,0.0372431280819327,0.0323385283488987,0.0272542227524662,0.0221753872213473,0.0172169423197721,0.0125301067012068,0.00803223302542397,0.0040665096006294,0.00152311854143121,0.000331439236062945,2.16023590479179e-05,-,-,-,-,-,-,-,-
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, mid-size","Halocarbon bank: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,0.028038368359785,0.125884651375497,0.324068616538496,0.65746212060284,1.1632055754739,2.07092231693098,3.62865675575688,5.59456575521882,7.65430258731652,9.73479061968091,11.8374962405649,13.9428552655509,15.9339902652929,17.7914512042525,20.468116255941,23.7830943159026,26.8078980650688,29.1729810043526,30.4919380042041,30.8590987709159,30.9595745501913,30.3945747537429,29.0003989817872,27.2190719987198,25.3377113923242,23.5680461752849,21.7957274343032
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, mid-size","Halocarbon used for manufacturing: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,0.000570188033665848,0.00142927532567473,0.00264299598222063,0.00425339714188361,0.00627170689791368,0.0128877207995931,0.0205975105081286,0.0223835577816868,0.0234599549881947,0.023708421652743,0.024837081968562,0.0251442139983454,0.0247833766536176,0.0239857179833901,0.0232757833022425,0.0215338872417244,0.0204867590814774,0.0201741654828084,0.0205248663926449,0.0214253130689278,0.0215814223748158,0.0224082359299659,0.0224981558512725,0.0202911473436254,0.0175734366935553,0.0144468143188331,0.0110143060279778
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, mid-size","Halocarbon bank: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,0.118725413504809,0.533047449367385,1.37223310057197,2.78395132173975,4.92546881180006,7.96969204816746,12.0309748793127,16.7060486784283,21.4784546908701,26.1748125926088,30.5925013590773,34.5213243473377,37.7861984794571,40.4712501667182,42.887313866873,44.9032296046261,46.6076147633995,47.4697049213335,47.1170022415691,45.8612451196908,44.8330091359719,43.8067540546934,42.4384369982336,40.6269211909371,38.455674872432,36.2346634490282,33.7927812408013
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, mid-size","Halocarbon used for manufacturing: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,0.0024159004725604,0.00605376617590983,0.0111913500621425,0.0180126879851722,0.0265587431619216,0.0376257726749014,0.0497155967752212,0.0526030685605038,0.0536936356932293,0.0528631589902732,0.0489897866563638,0.0441241376572927,0.0388693522116413,0.0337437743346292,0.0294559144289074,0.0272514536899628,0.0259264876040917,0.0255304586588261,0.025974783282437,0.0271142885783608,0.0287488862179534,0.0296354692973727,0.0283785371729696,0.0270498316020251,0.0251623998039793,0.0227957700016514,0.0200600173249437
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, mid-size","Halocarbon bank: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,0.00550890946987096,0.0247338017417492,0.0636727453286794,0.129177764278208,0.228546133722899,0.40689364983673,0.712956636792098,1.10250472396473,1.51712187373501,1.94222067176736,2.3771423062145,2.81659035354864,3.23590898692443,3.62998912264134,3.99247854753275,4.28743491669769,4.53440256309468,4.69735139660085,4.74814751151651,4.71515092797495,4.71438588222019,4.73501601659634,4.75783149761066,4.75641878859993,4.72742850520845,4.71028551982281,4.67536414737513
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, mid-size","Halocarbon used for manufacturing: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,0.000112060809063569,0.000280829416773521,0.000519257364163049,0.000835785060098688,0.00123227372053204,0.00253214969054772,0.00404703832991722,0.00447029332952162,0.00475794487271408,0.00487934622933188,0.00516296991728095,0.00527093022401591,0.0052323832205045,0.00509523422245037,0.0049708849512991,0.00459887749610328,0.0043752479174007,0.00430848896904143,0.00438338629268788,0.00457568988885304,0.00481366702814339,0.00500386363024254,0.00528371136897597,0.0058337748318937,0.0063561222452622,0.00710150051382538,0.00776344485078784
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, small","Halocarbon bank: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,0.0573921720121483,0.256632696142971,0.657070545363148,1.3244199347352,2.39735563059853,4.20946387248392,6.97044929917635,10.4718460566641,14.3751954507511,18.4669170500055,22.6219341875956,26.847414465148,31.2373161971766,35.5956562749914,40.4504390807254,45.265392752172,49.0527821668337,51.6077899519115,52.7868167055509,53.7229972960519,53.9216927747527,53.0674845291597,51.8485840311249,50.3129736141498,48.4131219925315,46.455183209707,44.2089033001372
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, small","Halocarbon used for manufacturing: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,0.00116814267559885,0.00290546486841961,0.00532406204196937,0.00848059629391255,0.0138751386509532,0.0243701713228047,0.0349669185486981,0.0416304076191537,0.0452598720988573,0.047510432779809,0.0484771293018052,0.0521877249053159,0.0566930285173945,0.0556749512910647,0.0556270232405625,0.0567670564969893,0.0586324181926016,0.061752072947336,0.0657929400686155,0.0686338266193915,0.0707106391653359,0.0715341409679995,0.0691364016001636,0.0651680662360147,0.0566460726568157,0.0484282679094679,0.0401718790219675
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, small","Halocarbon bank: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,0.0974731536941429,0.435851816250052,1.11593345934844,2.24932287078349,3.75890290979277,5.83029797826456,8.6990473291949,11.7979518745915,14.6606901598232,17.2675343118299,19.5676845697144,21.3734896807291,22.4889163515345,23.1006298109274,23.6271112862725,23.7653925806393,23.3255320136228,22.3001555797555,20.6739797566518,19.1030759440728,17.2960431759396,15.1774912330394,12.9730400334928,10.7907238090812,8.71194229942018,6.8457624555998,5.24071922530801
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, small","Halocarbon used for manufacturing: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,0.00198409094950256,0.00493481061550716,0.00904258491727731,0.014403339314945,0.017048364740217,0.0266739241656479,0.0349905211081502,0.0327678318884487,0.0309646379704669,0.0281930513772171,0.024864959487855,0.0182527851384347,0.0106945053626346,0.0081275730673488,0.00594688463567323,0.00401683911380304,0.00271724115946675,0.00143448716198229,8.345069792081e-05,7.51969936711704e-05,6.81868977827641e-05,6.59781439002684e-05,9.13429014954707e-05,8.66855818003581e-05,6.75139354671637e-05,5.16786132326313e-05,5.10443859553699e-05
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, small","Halocarbon bank: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,0.011276507197293,0.0504231115849584,0.129100926260932,0.260221274429773,0.471031242150372,0.827073325421452,1.3701314494411,2.06611263212502,2.85166109118614,3.68122935403806,4.52902430470838,5.40012361817645,6.3183110217627,7.23798855664462,8.10631660714305,8.83246566575315,9.39667904268585,9.79475365797828,10.0062125992537,10.2423563269526,10.4313871026914,10.5067511506902,10.5467035501316,10.5037490318456,10.374651581466,10.2487875634034,10.0855156695949
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: AC chillers, small","Halocarbon used for manufacturing: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,0.000229436648100311,0.000570888759609371,0.00104614951969106,0.00166628168012843,0.00272617428153461,0.004788244757931,0.00688300427760086,0.00834352440304126,0.00914321643354124,0.00966472344268844,0.00992203857824386,0.0108312871909536,0.0119303435409787,0.0117511541135229,0.0117730814838696,0.0120447512880058,0.0124690539820521,0.0131609964091545,0.0140510474531396,0.0146577604483685,0.0151012942318399,0.0155466861733004,0.0161790833524834,0.0167531827295855,0.0177043352288867,0.0186181498970809,0.0193239284022932
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: Heat pumps, large","Halocarbon bank: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,1.39993227248484e-06,5.47617345811833e-06,1.14508695288911e-05,2.06562231116035e-05,3.60273635692436e-05,6.77345710435036e-05,0.000157589158280934,0.000316807305365826,0.000545582915921267,0.000883757183558994,0.00140185811777217,0.00221861475215583,0.00351850327687407,0.00548758847985808,0.00824167691765489,0.0121992321540046,0.0179314823607261,0.0263729036408385,0.0388081395627656,0.0571038375525128,0.0841442320476221,0.12362855455471,0.183754319817128,0.269062657897429,0.38084020593446,0.531062778568448,0.730827040730336
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: Heat pumps, large","Halocarbon used for manufacturing: HFC-125","kt CO2 equivalent",-,-,-,-,-,-,2.32822969599616e-08,3.7049404722116e-08,5.95465679638334e-08,9.52315455524478e-08,1.65990593789753e-07,4.37771788904302e-07,1.31502168222584e-06,1.93126187208072e-06,2.90499830563696e-06,4.47181976096762e-06,6.94799222183405e-06,1.10658967379503e-05,1.79354956614515e-05,2.74526705449145e-05,4.16858164345649e-05,6.64726508308599e-05,0.000106340528043958,0.000171425958471987,0.00027613498819735,0.000444873459815599,0.000704051212395785,0.0011132900154631,0.00172756050366655,0.00241981998419472,0.00322230211955808,0.0043874521851292,0.00586328494363614
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: Heat pumps, large","Halocarbon bank: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,1.31546938759127e-06,7.53697398180828e-06,2.32493610520838e-05,5.46283934669674e-05,0.000116359280325327,0.000214565770570036,0.000368624669994694,0.000588763727813847,0.000893792359022424,0.00133063484451555,0.0020105419305839,0.0031121014053272,0.00490549827474038,0.00763504818515215,0.0111956993973678,0.0157307725253831,0.021401062655597,0.0287078790383017,0.0380932665715532,0.0500791929828261,0.0662167861788351,0.0880064273854075,0.118941211072078,0.16410123902478,0.233024381078612,0.335408400294631,0.476555122287535
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: Heat pumps, large","Halocarbon used for manufacturing: HFC-134a","kt CO2 equivalent",-,-,-,-,-,-,1.98597258611156e-08,7.63453924689722e-08,1.76637032463006e-07,3.49578340433782e-07,7.02869019830189e-07,1.12802034906519e-06,1.75152030482466e-06,2.53784702136235e-06,3.74949183139453e-06,5.76553529061474e-06,8.96966293238326e-06,1.48335670768889e-05,2.45482050753011e-05,3.70669712164732e-05,5.1303252918246e-05,7.09197115225806e-05,9.94684829029161e-05,0.000141202231464702,0.000201080622313505,0.00028552554242372,0.000414925480319037,0.000602323648672723,0.000871907429295002,0.00133708046982093,0.00215307654534466,0.00303114793439133,0.00421896128671063
"Total GHGs in CO2 Eq.",2F1f,"Stationary Air-Conditioning: Heat pumps, large","Halocarbon bank: HFC-32","kt CO2 equivalent",-,-,-,-,-,-,2.87093367481494e-07,1.0486546532803e-06,2.26520414538844e-06,4.05235356535845e-06,7.08777336495867e-06,1.35298507303781e-05,3.20480137586995e-05,6.51376306143525e-05,0.000112964345021962,0.000183740595164488,0.00029207938029328,0.000462916631801179,0.000734899005788574,0.00114696598195604,0.00172382635470819,0.00255447385449521,0.00376102323941585,0.00554241578141605,0.0081728672265759,0.0120513263159887,0.0177880945541136,0.0261751823782744,0.0391739588355229,0.0584877101439659,0.0855451908426695,0.126857220973339,0.191846953684602
